window,rms,norm,relative_to_global_output
384,0.0015333595219999552,0.0021684980019927025,0.010375965386629105
385,0.001536217867396772,0.0021725401747971773,0.010381478816270828
386,0.0015406187158077955,0.0021787637379020452,0.010365620255470276
387,0.0015289842849597335,0.0021623102948069572,0.010398871265351772
388,0.0015234340680763125,0.002154461108148098,0.01037123054265976
389,0.0015179039910435677,0.002146640559658408,0.010327456519007683
390,0.0015402064891532063,0.0021781809628009796,0.010398289188742638
391,0.0015336385695263743,0.002168892649933696,0.010432454757392406
392,0.0015284190885722637,0.0021615109872072935,0.010364447720348835
393,0.0015432292129844427,0.002182455500587821,0.010396306402981281
394,0.0015436522662639618,0.0021830538753420115,0.01043621264398098
395,0.0015286396956071258,0.0021618229802697897,0.010388284921646118
396,0.0015303964028134942,0.0021643072832375765,0.010365724563598633
397,0.001524752820841968,0.002156326314434409,0.010402007959783077
398,0.0015099832089617848,0.002135438844561577,0.010392836295068264
399,0.0015103600453585386,0.002135971561074257,0.010377584956586361
400,0.0015136394649744034,0.0021406093146651983,0.010377446189522743
401,0.0015222567599266768,0.002152796136215329,0.010396045632660389
402,0.001546654850244522,0.002187300007790327,0.010415746830403805
403,0.00154922716319561,0.002190937986597419,0.010402160696685314
404,0.001549110165797174,0.0021907726768404245,0.010385637171566486
405,0.001554903225041926,0.0021989650558680296,0.010410631075501442
406,0.0015526714269071817,0.0021958090364933014,0.010390378534793854
407,0.0020036937203258276,0.0028336509130895138,0.010826672427356243
408,0.0020035505294799805,0.002833448350429535,0.010893491096794605
409,0.0020166696049273014,0.002852001693099737,0.010867430828511715
410,0.0020169317722320557,0.0028523721266537905,0.010922010987997055
411,0.002036181977018714,0.002879595849663019,0.010927688330411911
412,0.0020164544694125652,0.002851697150617838,0.010867215692996979
413,0.0020251190289855003,0.0028639507945626974,0.010849707759916782
414,0.0020419799257069826,0.002887795679271221,0.010843301191926003
415,0.002079213969409466,0.002940452191978693,0.010975521057844162
416,0.0020681165624409914,0.0029247584752738476,0.010905175469815731
417,0.002014630474150181,0.0028491176199167967,0.01088285818696022
418,0.001986559946089983,0.0028094202280044556,0.010846495628356934
419,0.0020264091435819864,0.002865775488317013,0.010889372788369656
420,0.0020507790613919497,0.0029002393130213022,0.010969407856464386
421,0.002043041866272688,0.002889297902584076,0.010951454751193523
422,0.002064353320747614,0.00291943596675992,0.010911508463323116
423,0.0020696502178907394,0.0029269272927194834,0.010893304832279682
424,0.00201993715018034,0.002856622450053692,0.010865292511880398
425,0.002036315854638815,0.0028797853738069534,0.010864561423659325
426,0.001988360658288002,0.002811966696754098,0.010890829376876354
427,0.0020248957443982363,0.002863634843379259,0.010858641937375069
428,0.0020560522098094225,0.0029076971113681793,0.010931783355772495
429,0.0020351847633719444,0.0028781858272850513,0.010960310697555542
430,0.002027920912951231,0.002867913106456399,0.0108668627217412
431,0.0020253045950084925,0.002864213427528739,0.010954208672046661
432,0.0020198728889226913,0.002856531646102667,0.01085673552006483
433,0.0020330329425632954,0.0028751427307724953,0.010876623913645744
434,0.0020037947688251734,0.0028337938711047173,0.010854016058146954
435,0.0020107647869735956,0.002843650756403804,0.010836812667548656
436,0.0020650920923799276,0.0029204811435192823,0.010994277894496918
437,0.002047319198027253,0.002895346377044916,0.010889158584177494
438,0.0020608564373105764,0.0029144908767193556,0.010882973670959473
439,0.0020528878085315228,0.0029032218735665083,0.01095937006175518
440,0.0020214137621223927,0.0028587107080966234,0.010915608145296574
441,0.002023626584559679,0.002861840184777975,0.010830980725586414
442,0.002044873544946313,0.002891887677833438,0.010887793265283108
443,0.002023926004767418,0.002862263470888138,0.010877692140638828
444,0.0020140421111136675,0.0028482857160270214,0.010826338082551956
445,0.002021251944825053,0.0028584820684045553,0.01083787064999342
446,0.00203603389672935,0.002879386767745018,0.010873782448470592
447,0.002047169953584671,0.002895135898143053,0.010868716053664684
448,0.002036909107118845,0.002880624495446682,0.010844792239367962
449,0.0010155071504414082,0.0014361438807100058,0.009983586147427559
450,0.0010185634018853307,0.0014404661487787962,0.00997320469468832
451,0.0010121040977537632,0.0014313312713056803,0.009983020834624767
452,0.0010084786918014288,0.001426204340532422,0.00998346321284771
453,0.0010047605028375983,0.001420946093276143,0.010043161921203136
454,0.001007271115668118,0.001424496527761221,0.009982713498175144
